standard_brand,url,views,engagement
WARDAH,https://www.instagram.com/p/DOkwEn_gNWx,110,108
WARDAH,https://www.instagram.com/p/DHkmafPyXXP,6864,209
WARDAH,https://www.tiktok.com/@sintapurwandari1/video/7468665940729744646,2001,274
WARDAH,https://www.instagram.com/p/DLHmRKqzVwA,3187,290
WARDAH,https://www.instagram.com/p/DFJga7PTvHp,8874,344
WARDAH,https://www.tiktok.com/@dinamaulinaw/video/7487471283647630610,10700,224
WARDAH,https://www.instagram.com/p/DMKliIhTtZH,23745,455
WARDAH,https://www.instagram.com/p/DIKu7w3zbPv,597,43
WARDAH,https://www.instagram.com/p/DGqF9i-TfOp,7724,226
WARDAH,https://www.tiktok.com/@syavirayyy/video/7531351979013016840,916,143
WARDAH,https://www.instagram.com/p/DNxqFx6ZCJG,5446,154
WARDAH,https://www.tiktok.com/@awitya_rara/video/7515636519130959109,12100,821
WARDAH,https://www.instagram.com/p/DI-kvM-zWr5,333,110
WARDAH,https://www.instagram.com/p/DHf7kzST9l9,12837,233
WARDAH,https://www.instagram.com/p/DIis9OCyt7C,2382,207
WARDAH,https://www.instagram.com/p/DIyoK_kToFC,6373,551
WARDAH,https://www.tiktok.com/@lfarahsya/video/7519828098796227846,16800,1515
WARDAH,https://www.instagram.com/p/DLmta13zlQD,3760,236
WARDAH,https://www.instagram.com/p/DLrAo9MTIrO,2373,123
WARDAH,https://www.tiktok.com/@blogputri/video/7532343025545104646,30800,378
WARDAH,https://www.instagram.com/p/DFiI9wlysNG,3437,57
WARDAH,https://www.instagram.com/p/DJLZSL6yoQk,9505,1038
WARDAH,https://www.tiktok.com/@araadiaryy__/video/7498310755129756933,9445,482
WARDAH,https://www.instagram.com/p/DLwH7FiT2pa,2419,116
WARDAH,https://www.instagram.com/p/DM4K7WlTgGf,2180,42
WARDAH,https://www.tiktok.com/@wulhand/video/7506069281763773701,18700,380
WARDAH,https://www.tiktok.com/@sheillyakho/video/7507602250483748104,4800,888
WARDAH,https://www.tiktok.com/@adyaasyra/video/7532462790800411909,14000,701
WARDAH,https://www.tiktok.com/@darinestyp/video/7476442002997923078,766,56
WARDAH,https://www.tiktok.com/@ctraniarta/video/7466997198421626118,189,92
WARDAH,https://www.tiktok.com/@noncoffeegirll/video/7476323999170006327,3489,90
WARDAH,https://www.tiktok.com/@putriaasyy/video/7462634178937376005,11700,1134
WARDAH,https://www.tiktok.com/@hansyifah/video/7559531216043560204,1850,32
WARDAH,https://www.instagram.com/p/DNfgWXHTCuv,82300,267
WARDAH,https://www.instagram.com/p/DIxyE8HJorZ,215,58
WARDAH,https://www.tiktok.com/@dindaristi_/video/7507547270162697479,1441,159
WARDAH,https://www.tiktok.com/@yursayuuur/video/7554423623151324472,6910,49
WARDAH,https://www.instagram.com/p/DOxyHMhEQO9,0,88
WARDAH,https://www.instagram.com/p/DJEjMcCPNQo,2214,72
WARDAH,https://www.instagram.com/p/DJRlQgWSejI,11619,808
WARDAH,https://www.tiktok.com/@qelinci/video/7533539490854489400,19200,2089
WARDAH,https://www.instagram.com/p/DO47fAkD-7H,586,90
WARDAH,https://www.tiktok.com/@vnessakr/video/7543566691729509652,6439,136
WARDAH,https://www.instagram.com/p/DHnj1vPv65I,4646,348
WARDAH,https://www.instagram.com/p/DO8G96skQGl,0,692
WARDAH,https://www.instagram.com/p/DONWFhuj6Ss,0,54
WARDAH,https://www.instagram.com/p/DNxrL7w5hCZ,356023,83
WARDAH,https://www.instagram.com/p/DMXxkjrST4H,16228,800
WARDAH,https://www.tiktok.com/@agneslianna/video/7487490347237444872,12900,113
WARDAH,https://www.tiktok.com/@zvsalwaa/video/7463479859323489541,1183,84
WARDAH,https://www.instagram.com/p/DNSzsZlTYXy,1467,44
WARDAH,https://www.instagram.com/p/DNAI_bGTqBV,1817,31
WARDAH,https://www.instagram.com/p/DNXyPvjzBO7,2058,44
WARDAH,https://www.instagram.com/p/DMka32vziaT,3818,153
WARDAH,https://www.instagram.com/p/DK_qMxNS0UY,37250,866
WARDAH,https://www.instagram.com/p/DMC1KyEz_Yk,2049,62
WARDAH,https://www.tiktok.com/@dirumah.ps/video/7505230563385609477,144900,9654
WARDAH,https://www.instagram.com/p/DNp4w8iT8zL,1067790,151
WARDAH,https://www.instagram.com/p/DNZmbwFT-c4,3691,74
WARDAH,https://www.tiktok.com/@happyandtired/video/7555860057229921547,837,60
WARDAH,https://www.tiktok.com/@rambutkokgitu/video/7504629631576739077,8937,438
WARDAH,https://www.instagram.com/p/DNNqwSUzMRI,3123,63
WARDAH,https://www.instagram.com/p/DN20bRNZkEl,392832,127
WARDAH,https://www.instagram.com/p/DNz_TH4Zpsm,164208,144
WARDAH,https://www.tiktok.com/@urlovedeeja/video/7513181615720369426,55500,1375
WARDAH,https://www.tiktok.com/@padeendul/video/7499084632877436215,13200,1617
WARDAH,https://www.instagram.com/p/DJO72xeTMv6,15523,954
WARDAH,https://www.tiktok.com/@milamiza00/video/7517219156572327224,18000,561
WARDAH,https://www.tiktok.com/@adinsalsbila/video/7516855188305710354,22700,53
WARDAH,https://www.tiktok.com/@shoong30/video/7552748653723651384,5965,140
WARDAH,https://www.tiktok.com/@calvin.sk02/video/7524705407718165768,64200,2081
WARDAH,https://www.instagram.com/p/DJEDBDaSOug,8681,104
WARDAH,https://www.instagram.com/p/DOleijpE7TF,32412,717
WARDAH,https://www.instagram.com/p/DLUafbcT1RZ,20481,1271
WARDAH,https://www.tiktok.com/@shoong30/video/7548125085366816005,1778,94
WARDAH,https://www.tiktok.com/@sophiasyahidaa/video/7475618531774614839,19000,110
WARDAH,https://www.instagram.com/p/DHa7ZxCSDNZ,5104,130
WARDAH,https://www.instagram.com/p/DMcgnQZvoDv,17382,44
WARDAH,https://www.instagram.com/p/DMlm_a4zQ0z,11587,1706
WARDAH,https://www.instagram.com/p/DO-HedlkyWK,20081,361
WARDAH,https://www.tiktok.com/@svnhp88/video/7537968993622035718,10400,161
WARDAH,https://www.tiktok.com/@wiewiesujana/video/7538344548867624200,17200,89
WARDAH,https://www.tiktok.com/@depeyyyy/video/7554322748508622092,1875,47
WARDAH,https://www.instagram.com/p/DOqbBxCkmMM,1384,845
WARDAH,https://www.tiktok.com/@sophiasyahidaa/video/7484921196014783799,1357,129
WARDAH,https://www.tiktok.com/@windarizkyaa/video/7514288192523177223,486800,6576
WARDAH,https://www.instagram.com/p/DMlm_a4zQ0z,11587,1706
WARDAH,https://www.tiktok.com/@ernieqeu/video/7506027107554708741,2815,78
WARDAH,https://www.instagram.com/p/DFPQhTwS5e0,8027,114
WARDAH,https://www.instagram.com/p/DMcgnQZvoDv,17382,44
WARDAH,https://www.tiktok.com/@shoong30/video/7552748653723651384,5965,140
WARDAH,https://www.tiktok.com/@thya_pookie/video/7540551543175531782,19400,781
WARDAH,https://www.tiktok.com/@halofitry/video/7542847395864857874,1463,138
WARDAH,https://www.instagram.com/p/DL9XwWExl5V,600,94
WARDAH,https://www.instagram.com/p/DMkbyjByacv,8533,325
WARDAH,https://www.instagram.com/p/DJFDc-1TuG4,2331,129
WARDAH,https://www.tiktok.com/@almirantifira_/video/7542894669617810744,4309,141
WARDAH,https://www.tiktok.com/@sophiasyahidaa/video/7484921196014783799,1357,129
WARDAH,https://www.tiktok.com/@milamiza00/video/7517219156572327224,18000,561
WARDAH,https://www.instagram.com/p/DKV74MFznzZ,12897,1941
WARDAH,https://www.instagram.com/p/DOqbBxCkmMM,1384,845
WARDAH,https://www.tiktok.com/@bymauveine/video/7541004884276006150,3369,159
WARDAH,https://www.tiktok.com/@sophiasyahidaa/video/7475618531774614839,19000,110
WARDAH,https://www.tiktok.com/@ernieqeu/video/7506011915001285893,6184,58
WARDAH,https://www.tiktok.com/@hikaruranieteam/video/7504570760485162295,1101,86
WARDAH,https://www.instagram.com/p/DKzJO1bSuwb,4989,121
WARDAH,https://www.instagram.com/p/DJEDBDaSOug,8681,104
WARDAH,https://www.tiktok.com/@depeyyyy/video/7554322748508622092,1875,47
WARDAH,https://www.tiktok.com/@kekeshabila/video/7525135866449169670,602,48
WARDAH,https://www.tiktok.com/@gadisaries97/video/7542776132572122424,4588,145
WARDAH,https://www.tiktok.com/@nayeyaa/video/7544041661102296376,16200,282
WARDAH,https://www.tiktok.com/@calvin.sk02/video/7524705407718165768,64200,2081
WARDAH,https://www.tiktok.com/@adinsalsbila/video/7516855188305710354,22700,53
WARDAH,https://www.tiktok.com/@fianirahm/video/7541289583263239442,42900,123
WARDAH,https://www.tiktok.com/@peachyhartsssss/video/7502714731195682053,2058,54
WARDAH,https://www.tiktok.com/@faniabsaa/video/7512354797769477432,65600,548
WARDAH,https://www.instagram.com/p/DMxbY2qyv39,8886,341
WARDAH,https://www.instagram.com/p/DNtMFcHXqZC,1406,34
WARDAH,https://www.tiktok.com/@frencymassie/video/7472567426433977655,921,48
WARDAH,https://www.tiktok.com/@pia11_/video/7495655502483967287,5334,456
WARDAH,https://www.instagram.com/p/DGYDcYNSrvA,9236,33
WARDAH,https://www.tiktok.com/@delsieet/video/7550648186403147016,5398,493
WARDAH,https://www.tiktok.com/@dhiyaadhilah/video/7500846943917100293,70200,740
WARDAH,https://www.tiktok.com/@septianaayu16/video/7463396463440071942,856,34
WARDAH,https://www.tiktok.com/@julycakey/video/7496055199685938438,478,62
WARDAH,https://www.tiktok.com/@yoursadbestfriend/video/7461941593755405574,79700,2248
WARDAH,https://www.tiktok.com/@syifakans/video/7462637831580568840,256900,2676
WARDAH,https://www.instagram.com/p/DKEcFpCTtf0,524,113
WARDAH,https://www.tiktok.com/@ditya.dsty/video/7522251747662892344,207,32
WARDAH,https://www.tiktok.com/@harmintyas/video/7539437407704321286,408,327
WARDAH,https://www.tiktok.com/@reviewbysw.id/video/7496045566644784389,1951,128
WARDAH,https://www.instagram.com/p/DEjr-rJRRs7,1194,83
WARDAH,https://www.tiktok.com/@adeirmaruswandi/video/7539487010080263430,36700,3272
WARDAH,https://www.tiktok.com/@syaaviolett/video/7553132002136886540,1484,431
WARDAH,https://www.instagram.com/p/DHozzMQzxMg,7266,136
WARDAH,https://www.tiktok.com/@adeirmaruswandi/video/7554930082440039736,10500,1530
WARDAH,https://www.tiktok.com/@noiscawinasonya/video/7485573721587993864,93900,5815
WARDAH,https://www.tiktok.com/@intunberlian/video/7541262345230667015,1181,54
WARDAH,https://www.tiktok.com/@miyan131official/video/7557347710324575496,131,30
WARDAH,https://www.tiktok.com/@arstaaats/video/7524319211074735367,956,107
WARDAH,https://www.tiktok.com/@dindaristi_/video/7556163011061288200,504,31
WARDAH,https://www.tiktok.com/@khlshaaaaa/video/7462272098422017287,1358,42
WARDAH,https://www.tiktok.com/@usiiiil/video/7556941046433844492,530,50
WARDAH,https://www.tiktok.com/@anisapianika_/video/7502087123185487110,1267,2188
WARDAH,https://www.tiktok.com/@dindaristi_/video/7461936625669459206,1330,80
WARDAH,https://www.tiktok.com/@yoimayadesu/video/7555485856899894546,4569,366
WARDAH,https://www.tiktok.com/@svveetsparkles/video/7466046866640227589,2177,372
WARDAH,https://www.tiktok.com/@robiyanti2909/video/7555739170719730951,123,80
WARDAH,https://www.tiktok.com/@faizaannisahh/video/7501219322849692933,3012,2304
WARDAH,https://www.tiktok.com/@anggie_ira/video/7555494582801272076,863,371
WARDAH,https://www.tiktok.com/@ssoursally/video/7533530515903614215,15400,1090
WARDAH,https://www.tiktok.com/@g.millenia/video/7504242267398458631,13400,2272
WARDAH,https://www.tiktok.com/@itsjeniss/video/7506487387904609542,1430,2169
WARDAH,https://www.tiktok.com/@talithalase/video/7462612621125078288,2209,244
WARDAH,https://www.instagram.com/p/DFCl-VJTtnl,25688,684
WARDAH,https://www.tiktok.com/@sarahsalsya2/video/7493442621424160055,62900,1133
WARDAH,https://www.tiktok.com/@stacrwarss/video/7496721670938447122,1189,53
WARDAH,https://www.tiktok.com/@cremqboba/video/7468653088774049031,487,2292
WARDAH,https://www.tiktok.com/@araanrml/video/7464406445635751174,4049,249
WARDAH,https://www.tiktok.com/@cslliaz/video/7469682928906145029,88600,1933
WARDAH,https://www.tiktok.com/@zalfalifaaa/video/7462606352687303944,973,2404
WARDAH,https://www.tiktok.com/@hikaruranieteam/video/7503890126502644997,894,109
WARDAH,https://www.tiktok.com/@elmaliaf_/video/7467380203396926721,1415,22
WARDAH,https://www.tiktok.com/@usiiiil/video/7504765384227179781,1399,122
WARDAH,https://www.tiktok.com/@amelia.almasyhad/video/7541273629615607046,20300,117
WARDAH,https://www.tiktok.com/@cringylemoncake/video/7486741995445062917,7589,778
WARDAH,https://www.instagram.com/p/DGFRBRezUxI,3545,31
WARDAH,https://www.tiktok.com/@fellamaheen/video/7455300316536245510,11300,53
WARDAH,https://www.tiktok.com/@pamelawanggg/video/7541384603202882836,1338,32
WARDAH,https://www.tiktok.com/@bellanjabulanan/video/7473817311649041669,157100,210
WARDAH,https://www.tiktok.com/@gemoypeps/video/7485700314155322679,24500,2129
WARDAH,https://www.instagram.com/p/DFC7oYXP8Pa,7381,572
WARDAH,https://www.tiktok.com/@sindiauliaaay/video/7456720322335722759,143800,1631
WARDAH,https://www.tiktok.com/@jeftarani/video/7467877502720036101,11400,910
WARDAH,https://www.tiktok.com/@kylie_jenang/video/7478922439456460037,15000,1037
WARDAH,https://www.tiktok.com/@defgarnis/video/7480357746492050695,96400,1683
WARDAH,https://www.tiktok.com/@gania_binaa2/video/7505261038292438279,34700,2075
WARDAH,https://www.tiktok.com/@synta.re/video/7465995592490126598,1069,2459
WARDAH,https://www.tiktok.com/@mariyamanta/video/7503716682037218615,708,47
WARDAH,https://www.tiktok.com/@kaylaa.na/video/7461970009816845573,95700,2513
WARDAH,https://www.instagram.com/p/DF0OuxNT9Op,1064,526
WARDAH,https://www.tiktok.com/@indseptian/video/7493126265860279560,2800,2190
WARDAH,https://www.instagram.com/p/DHvS3yiSRiH,3455,312
WARDAH,https://www.tiktok.com/@rosaninda29/video/7552929647994883339,677,95
WARDAH,https://www.tiktok.com/@stacrwarss/video/7473150115918744837,2110,2194
WARDAH,https://www.instagram.com/p/DJE4gRyBf8T,11681,168
WARDAH,https://www.tiktok.com/@nengmaimanah/video/7500148615285968134,5074,71
WARDAH,https://www.tiktok.com/@verinavee_/video/7552891998114434324,7457,355
WARDAH,https://www.tiktok.com/@keziatabita/video/7552145990883773752,15400,1090
WARDAH,https://www.tiktok.com/@rie_nadisya/video/7553584254706257208,201,88
WARDAH,https://www.tiktok.com/@ebi_furaai/video/7503571343896595720,2604,209
WARDAH,https://www.tiktok.com/@ohohicaaa/video/7462970322308959494,14700,2294
WARDAH,https://www.tiktok.com/@octavyana30/video/7467506594704624902,2627,259
WARDAH,https://www.tiktok.com/@synaprrr/video/7471212660353223942,28700,515
WARDAH,https://www.tiktok.com/@annisuaprr/video/7501562188708990214,3305,131
WARDAH,https://www.tiktok.com/@glenysss_/video/7501571804977319186,42000,2208
WARDAH,https://www.instagram.com/p/DGrieY0BwPH,2724,1627
WARDAH,https://www.instagram.com/p/DJElGWKzwcv,1491,48
WARDAH,https://www.tiktok.com/@yourmyfuturee/video/7467520595224202502,407,54
WARDAH,https://www.tiktok.com/@anggie_ira/video/7544624130163887366,166,94
WARDAH,https://www.instagram.com/p/DGw8spVxXip,1407,1763
WARDAH,https://www.instagram.com/p/DEwUPicP6Zr,3799,337
WARDAH,https://www.tiktok.com/@ikaastriekartika4/video/7490874011501481221,234600,956
WARDAH,https://www.tiktok.com/@felicetanoto/video/7552496539202030859,863,46
WARDAH,https://www.tiktok.com/@endahdwisetyawan/video/7552877649203301643,10600,693
WARDAH,https://www.tiktok.com/@amelia.almasyhad/video/7554945842273062155,12900,123
WARDAH,https://www.tiktok.com/@dindaristi_/video/7503913883376176391,1750,2160
WARDAH,https://www.tiktok.com/@ratnajuwet_/video/7553863427391851787,3478,448
WARDAH,https://www.tiktok.com/@reahanakurnias/video/7462324750564576513,268,2369
WARDAH,https://www.tiktok.com/@panca.k/video/7556483618458160396,59100,4621
WARDAH,https://www.tiktok.com/@nilaqueen_/video/7502051098119638279,2624,271
WARDAH,https://www.instagram.com/p/DHiGgPyzVh1,7687,65
WARDAH,https://www.instagram.com/p/DFxP8DcPfY0,615,45
WARDAH,https://www.tiktok.com/@nengmaimanah/video/7499800164580822278,4483,67
WARDAH,https://www.tiktok.com/@agriziaaa/video/7468158886378228997,1344,2582
WARDAH,https://www.instagram.com/p/DPJJlM-CS2H,6257,257
WARDAH,https://www.tiktok.com/@ayliniputri_/video/7501988203445112082,1071,2422
WARDAH,https://www.tiktok.com/@ohohicaaa/video/7494137822815718674,1961,239
WARDAH,https://www.tiktok.com/@sophiasyahidaa/video/7503862226227432759,11800,112
WARDAH,https://www.tiktok.com/@ilmiamallia/video/7555767253581532424,706,44
WARDAH,https://www.tiktok.com/@justrelaxgurl/video/7478541748558433591,3452,26
WARDAH,https://www.tiktok.com/@chocolatosss313/video/7554572829325282571,150,58
WARDAH,https://www.tiktok.com/@syaaviolett/video/7556918500585901368,1009,439
WARDAH,https://www.tiktok.com/@feraayusaputri2/video/7458945348380183813,2971,66
WARDAH,https://www.tiktok.com/@sophiasyahidaa/video/7479732366949256503,12400,251
WARDAH,https://www.tiktok.com/@anda12064/video/7461955843844476165,3179,59
WARDAH,https://www.tiktok.com/@hilwabarbara/video/7463480000281431317,4168,233
WARDAH,https://www.tiktok.com/@byyoan/video/7473451049739668742,2574,318
WARDAH,https://www.tiktok.com/@bubblehai/video/7485739672593812791,30400,1130
WARDAH,https://www.tiktok.com/@itslaannnnn2/video/7502398737197665542,4203,2168
WARDAH,https://www.tiktok.com/@uchiecollection/video/7516100944019328264,119,71
WARDAH,https://www.tiktok.com/@nadifaaulia08/video/7532732837175381253,18400,337
WARDAH,https://www.tiktok.com/@ilmiamallia/video/7465570747302399250,779,2349
WARDAH,https://www.tiktok.com/@elshaddai_shop/video/7463891238685527301,3426,162
WARDAH,https://www.tiktok.com/@vinitaindria/video/7516001629393456405,305,31
WARDAH,https://www.tiktok.com/@bymauveine/video/7503466177528646917,27100,431
WARDAH,https://www.tiktok.com/@beceenicece/video/7553259512698850571,18400,106
WARDAH,https://www.tiktok.com/@milasarmila07/video/7545871801809767685,275,26
WARDAH,https://www.tiktok.com/@putricitra27/video/7475292616905575687,1014,43
WARDAH,https://www.instagram.com/p/DI574wopwjY,7658,459
WARDAH,https://www.tiktok.com/@agstn.silvi/video/7553625699089747207,1710,196
WARDAH,https://www.tiktok.com/@nengmaimanah/video/7508251486854384952,6679,110
WARDAH,https://www.tiktok.com/@anettanathania/video/7551333151935597831,18800,1399
WARDAH,https://www.tiktok.com/@nadifaaulia08/video/7504973010802085125,56100,1358
WARDAH,https://www.instagram.com/p/DGf1p_ozhLh,12097,1868
WARDAH,https://www.tiktok.com/@moladelle/video/7507503675871464712,3053,122
WARDAH,https://www.tiktok.com/@lilscott_x/video/7489408944956312850,302,30
WARDAH,https://www.tiktok.com/@alianuyudha/video/7553241246114925836,3480,226
WARDAH,https://www.instagram.com/p/DOdPJ19kjq5,15337,1168
WARDAH,https://www.tiktok.com/@adinsalsbila/video/7463823002132696327,12400,146
WARDAH,https://www.tiktok.com/@meyshaaj/video/7551722153880702228,4285,71
WARDAH,https://www.tiktok.com/@fy.febee/video/7509037993852849413,1280,71
WARDAH,https://www.tiktok.com/@tikajjn/video/7517266760433929478,170,34
WARDAH,https://www.tiktok.com/@alitakata/video/7504552236509383954,38700,57
WARDAH,https://www.tiktok.com/@acinomala/video/7529498760175668498,1187,76
WARDAH,https://www.tiktok.com/@adeliariantip/video/7555733108276890887,11500,1842
WARDAH,https://www.tiktok.com/@dewsimangunsong/video/7504686713898519863,16900,944
WARDAH,https://www.tiktok.com/@rere5ee/video/7505188425620901125,281,39
WARDAH,https://www.instagram.com/p/DKbb-cuprzJ,2160,60
WARDAH,https://www.tiktok.com/@jelitacosmetic/video/7473740575175429431,113100,3776
WARDAH,https://www.tiktok.com/@thisisyuhupo/video/7501641482110029063,3811,2404
WARDAH,https://www.tiktok.com/@fy.febee/video/7507915873471057157,221,48
WARDAH,https://www.tiktok.com/@vinitaindria/video/7548292552084999442,282,35
WARDAH,https://www.tiktok.com/@prettypaths/video/7473727185656810770,873,41
WARDAH,https://www.tiktok.com/@acinomala/video/7465709159032343816,21100,2310
WARDAH,https://www.tiktok.com/@itsmeaprilola/video/7475607501807947063,98300,297
WARDAH,https://www.tiktok.com/@inikikay.a/video/7501563120968650039,875,2158
WARDAH,https://www.tiktok.com/@justmeandme_12/video/7541433888636177672,146,62
WARDAH,https://www.instagram.com/p/DJdvLYqz8su,964,298
WARDAH,https://www.tiktok.com/@taniaixani/video/7533240141448531208,2907,177
WARDAH,https://www.tiktok.com/@anisataryati/video/7473785496657841414,2168,111
WARDAH,https://www.tiktok.com/@tsanaara/video/7548055689688665350,8758,52
WARDAH,https://www.tiktok.com/@dwist89/video/7519881928246414648,434,59
WARDAH,https://www.tiktok.com/@bilandnab/video/7552331315299863820,1741,134
WARDAH,https://www.tiktok.com/@bunscher/video/7535308505436163384,2553,532
WARDAH,https://www.tiktok.com/@naylabintaa/video/7493146260308905236,6282,2128
WARDAH,https://www.tiktok.com/@sophiasyahidaa/video/7463025799797427462,11400,243
WARDAH,https://www.tiktok.com/@aninmief/video/7531713113805114642,2034,107
WARDAH,https://www.tiktok.com/@lilscott_x/video/7463402203059850501,2503,553
WARDAH,https://www.tiktok.com/@elokclaraa/video/7506517124706225464,2999,2204
WARDAH,https://www.tiktok.com/@lillolegawa/video/7462681184552733957,73500,922
WARDAH,https://www.tiktok.com/@nuistiq/video/7496692846662094085,1990,251
WARDAH,https://www.tiktok.com/@bymauveine/video/7502042419660197175,3550,165
WARDAH,https://www.tiktok.com/@aliyyaatheena/video/7493356928190483718,2676,49
WARDAH,https://www.tiktok.com/@chocolatosss313/video/7541053971784305976,170,88
WARDAH,https://www.instagram.com/p/DPGlScUiRsX,2870,137
WARDAH,https://www.tiktok.com/@harmintyas/video/7553629210519080203,313,401
WARDAH,https://www.tiktok.com/@karinabelindaa/video/7553957771444489488,4144,286
WARDAH,https://www.tiktok.com/@moladelle/video/7505294852557376775,1719,108
WARDAH,https://www.tiktok.com/@ratnajuwet_/video/7541243464210533640,290,224
WARDAH,https://www.instagram.com/p/DHYUxgPS7Li,10316,707
WARDAH,https://www.tiktok.com/@madivabeer/video/7502122157653134599,6646,2350
WARDAH,https://www.tiktok.com/@jocelynleora_/video/7469617067528883464,4772,2616
WARDAH,https://www.tiktok.com/@fianirahm/video/7462748355622341895,15200,1026
WARDAH,https://www.tiktok.com/@sifaninrr/video/7481170784589843767,1391,54
WARDAH,https://www.tiktok.com/@kesyaputrihsr/video/7542904334153944376,717,22
WARDAH,https://www.instagram.com/p/DFCvm3hpRwm,4621,122
WARDAH,https://www.tiktok.com/@ema.ervita/video/7528615533453806855,33700,2981
WARDAH,https://www.tiktok.com/@angelisanggita3/video/7485731615121984823,11400,1184
WARDAH,https://www.tiktok.com/@nrdputri/video/7467165380679585032,636,2439
WARDAH,https://www.tiktok.com/@phylia.18/video/7467427371709238533,2646,230
WARDAH,https://www.tiktok.com/@nidaziyannn/video/7456462292360645894,2413,30
WARDAH,https://www.tiktok.com/@nidaziyannn/video/7508307929779440901,724,48
WARDAH,https://www.instagram.com/p/DJiuwFhSqHS,25189,1073
WARDAH,https://www.tiktok.com/@nadbelinda/video/7495359823953939720,29800,133
WARDAH,https://www.tiktok.com/@padeendul/video/7490882325694139653,562300,168
WARDAH,https://www.tiktok.com/@lagistasenja17/video/7468497290936732933,1187,2164
WARDAH,https://www.tiktok.com/@dhysaprbw/video/7466004160215846150,10500,286
WARDAH,https://www.tiktok.com/@triansyahbani/video/7555290578187996472,78,61
WARDAH,https://www.tiktok.com/@gengamanbanget6/video/7566482543063665938,61400,3588
WARDAH,https://www.tiktok.com/@leaosakya/video/7481518344118553862,2774,149
WARDAH,https://www.instagram.com/p/DFFXzlfzhEA,1286,82
WARDAH,https://www.tiktok.com/@robiyanti2909/video/7541812112784444680,199,97
WARDAH,https://www.tiktok.com/@vitabelina/video/7555746728582909196,1011,33
WARDAH,https://www.tiktok.com/@bunscher/video/7535827470549880069,563,510
WARDAH,https://www.tiktok.com/@kesyaputrihsr/video/7477553248342134022,910,40
WARDAH,https://www.tiktok.com/@anggie_ira/video/7541026730312551685,675,432
WARDAH,https://www.tiktok.com/@hourlysar/video/7473369331863211269,640,43
WARDAH,https://www.tiktok.com/@dbnbeautyreview_/video/7540576067203943687,409,259
WARDAH,https://www.instagram.com/p/DQIn6eCD1Db,1973,135
WARDAH,https://www.tiktok.com/@deahervian/video/7500803067391085831,5759,2275
WARDAH,https://www.instagram.com/p/DLXmo-kT1vH,10353,2338
WARDAH,https://www.instagram.com/p/DGsBR7nS6de,979,57
WARDAH,https://www.instagram.com/p/DILAwjhSi7V,1535,701
WARDAH,https://www.tiktok.com/@ekakurniaputri95/video/7521413029662051590,2086,80
WARDAH,https://www.tiktok.com/@yourmyfuturee/video/7542501891058486534,3955,646
WARDAH,https://www.tiktok.com/@denis.park_/video/7463535374820838663,87100,1585
WARDAH,https://www.tiktok.com/@destyyufenti/video/7565835063007513874,3633,262
WARDAH,https://www.instagram.com/p/DKqwN7pxCRZ,,36
WARDAH,https://www.instagram.com/p/DOrswZuk-7D,872,515
WARDAH,https://www.tiktok.com/@dbnbeautyreview_/video/7515991989968506130,721,121
WARDAH,https://www.instagram.com/p/DFcUqfJTtmh,2822,182
WARDAH,https://www.tiktok.com/@noiscawinasonya/video/7507599070471392520,31500,2655
WARDAH,https://www.tiktok.com/@nonaatyass/video/7539098945054706952,68600,973
WARDAH,https://www.tiktok.com/@youhappyperson/video/7479284137212333367,729,35
WARDAH,https://www.instagram.com/p/DJBqJYcyfqK,24977,531
WARDAH,https://www.tiktok.com/@chelleee.s/video/7514139540022447368,4374,488
WARDAH,https://www.instagram.com/p/DM4K7WlTgGf,2180,42
WARDAH,https://www.instagram.com/p/DO3RlezE8M-,7525,60
WARDAH,https://www.instagram.com/p/DOQXfYZEnl7,6032,107
WARDAH,https://www.instagram.com/p/DKMEu1WujOY,12980,197
WARDAH,https://www.tiktok.com/@putriaasyy/video/7513931455320345862,33700,1600
WARDAH,https://www.tiktok.com/@happyandtired/video/7552402085543775500,3714,160
WARDAH,https://www.tiktok.com/@hikaruranieteam/video/7486014216772619575,751,58
WARDAH,https://www.instagram.com/p/DO-xAhpktP3,7567,22
WARDAH,https://www.tiktok.com/@resafauji24/video/7517678418775854341,22800,36
WARDAH,https://www.tiktok.com/@lastdateconv/video/7514280756298960134,,213
WARDAH,https://www.tiktok.com/@arynnuna/video/7468507172104670470,51500,276
WARDAH,https://www.tiktok.com/@dwmalaa_/video/7507568056894377221,33400,971
WARDAH,https://www.tiktok.com/@vasyasimbala/video/7496785654236433672,7592,63
WARDAH,https://www.tiktok.com/@adinsalsbila/video/7566565174702836999,210,43
WARDAH,https://www.tiktok.com/@utezet/video/7507216585023655174,15100,2675
WARDAH,https://www.tiktok.com/@sinenkmina/video/7519146706580131077,45400,104
WARDAH,https://www.tiktok.com/@glowupwithfalih/video/7530155108676553991,667,43
WARDAH,https://www.tiktok.com/@youhappyperson/video/7479005815475653943,878,42
WARDAH,https://www.instagram.com/p/DLB7KKNvtwk,2011,62
WARDAH,https://www.tiktok.com/@fifianhr/video/7566621054127361300,201,79
WARDAH,https://www.instagram.com/p/DOdn_HLEk4u,3712,838
WARDAH,https://www.tiktok.com/@akualyaarzkymln/video/7500827912694811922,1132,34
WARDAH,https://www.instagram.com/p/DL9asSNPMMP,866,36
WARDAH,https://www.instagram.com/p/DOqbBxCkmMM,1384,845
WARDAH,https://www.tiktok.com/@noiscawinasonya/video/7479228489619475730,32500,2349
